1, 0
2, 1
3, 1
4, -1
5, -1
6, 0
7, 1
8, -1
9, 0
10, 0
11, 1
12, -1
13, -1
14, -1
15, 0
16, 1
17, 0
18, -1
19, 0
20, 0
21, 1
22, 1
23, -1
24, -1
25, 0
26, 1
27, 0
28, -1
29, 0
30, 0
31, 0
32, 1
33, 1
34, -1
35, -1
36, -1
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 1
44, 1
45, -1
46, -1
47, 0
48, 1
49, -1
50, 0
51, 1
52, -1
53, 0
54, 1
55, 1
56, -1
57, -1
58, 0
59, 1
60, -1
61, 0
62, 0
63, -1
64, 0
65, 1
66, 1
67, -1
68, -1
69, 0
70, 0
71, 0
72, 1
73, -1
74, 0
75, 0
76, 1
77, 1
78, -1
79, -1
80, 0
81, 0
82, 1
83, -1
84, 1
85, 0
86, 0
87, 1
88, 1
89, -1
90, -1
91, 0
92, 0
93, 0
94, 0
95, 1
96, 1
97, -1
98, -1
99, 0
100, 1
101, 1
102, 1
103, -1
104, -1
105, 0
106, 1
107, 1
108, -1
109, -1
110, -1
111, 1
112, 1
113, 1
114, 1
115, -1
116, -1
117, 0
118, 0
119, 0
120, 0
121, 1
122, 0
123, 1
124, 1
125, 0
126, -1
127, 0
128, -1
129, 0
130, 0
131, 0
132, 1
133, -1
134, 0
135, 1
136, 0
137, -1
138, 0
139, 0
140, 0
141, -1
142, 0
143, 1
144, 0
145, 0
146, 1
147, -1
148, 0
149, 0
150, 1
151, -1
152, -1
153, 0
154, 0
155, 0
156, 0
157, 1
158, 1
159, -1
160, 0
161, 1
162, 1
163, 0
164, -1
165, -1
166, 1
167, 1
168, 0
169, 0
170, -1
171, 0
172, 0
173, 1
174, 0
175, 0
176, 0
177, 0
178, 0
179, 0
180, 1
181, 1
182, -1
183, -1
184, 0
185, 0
186, 1
187, 1
188, -1
189, -1
190, 1
191, 1
192, 1
193, -1
194, -1
195, 0
196, 1
197, 1
198, 1
199, 0
200, -1
201, 1
202, 1
203, 1
204, -1
205, -1
206, 0
207, 0
208, 0
209, 0
210, 0
211, 0
212, 1
213, 1
214, 1
215, -1
216, 0
217, 0
218, 0
219, 1
220, 0
221, -1
222, -1
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 1
231, 1
232, -1
233, -1
234, 1
235, 1
236, -1
237, -1
238, 0
239, 0
240, 1
241, 1
242, -1
243, -1
244, -1
245, 1
246, 1
247, 1
248, -1
249, -1
250, 0
251, 0
252, 0
253, 1
254, 1
255, 1
256, 1
257, 1
258, 1
259, -1
260, -1
261, 0
262, 0
263, 0
264, 0
265, 1
266, 1
267, -1
268, -1
269, 0
270, 0
271, -1
272, 0
273, 0
274, 0
275, 0
276, 0
277, 0
278, 1
279, -1
280, -1
281, -1
282, 0
283, 0
284, 0
285, 0
286, 0
287, 0
288, 0
289, 1
290, 1
291, -1
292, 0
293, 0
294, 0
295, 0
296, 0
297, 0
298, 0
299, 0
300, 1
301, 0
302, -1
303, -1
304, 0
305, 0
306, 0
307, 0
308, 0
309, 1
310, 1
311, 0
312, 0
313, 0
314, 0
315, 0
316, 0
317, 0
318, 0
319, 0
320, 0
321, 1
322, -1
323, -1
324, 0
325, 0
326, 0
327, 0
328, 1
329, 1
330, -1
331, -1
332, -1
333, -1
334, -1
335, -1
336, 0
